state,dist_mode,scenario,n_models,ens_equal,ens_benchmark,median,min,max,between_sd,lo90,hi90
SD,disturbed,BAU,4,24,25.9,25.9,10.3,33.9,9.9,9.6,42.1
SD,nodisturb,intensive,4,22.5,24.4,24.2,9.5,32.2,9.5,8.6,39.8
SD,disturbed,intensive,4,22.4,24.3,24.1,9.5,32.1,9.4,8.6,39.6
TN,nodisturb,reserve,3,722.7,722.7,727.3,678.4,762.5,42.2,657.8,796.8
TN,disturbed,reserve,3,708.1,708.1,713.4,664.1,746.9,41.7,644.9,781.9
TN,nodisturb,conservation,3,500.7,500.7,516.3,460.2,525.6,35.4,458.1,574.5
TN,disturbed,conservation,3,488.4,488.4,504.6,448.2,512.5,35.1,446.9,562.3
TN,nodisturb,BAU,3,301.7,301.7,312.3,266.1,326.6,31.6,260.3,364.3
TN,disturbed,BAU,3,291.9,291.9,301.9,256.6,317.3,31.6,250,353.8
TN,nodisturb,intensive,3,158.2,158.2,158,129.4,187.1,28.9,110.5,205.5
TN,disturbed,intensive,3,151.2,151.2,150.6,122.6,180.5,29,103,198.2
TX,nodisturb,reserve,4,795,860.1,906,339.1,1028.9,311,394.3,1417.6
TX,disturbed,reserve,4,783.5,847.9,893,333,1015.1,307.5,387.1,1398.8
TX,nodisturb,conservation,4,781.6,845.9,891,331.6,1013.1,307.2,385.6,1396.3
TX,disturbed,conservation,4,770.2,833.8,878,325.5,999.4,303.7,378.5,1377.6
TX,nodisturb,BAU,4,759.4,822.3,866,319.1,986.7,300.8,371.1,1360.8
TX,disturbed,BAU,4,748.2,810.4,853.3,313.1,973.2,297.4,364.1,1342.5
TX,nodisturb,intensive,4,715.8,775.9,816.8,294.8,934.7,288.1,342.9,1290.8
TX,disturbed,intensive,4,704.9,764.3,804.5,288.9,921.5,284.8,336,1273
UT,nodisturb,reserve,4,207.2,204.6,199.3,92.7,337.4,103.7,28.8,369.9
UT,disturbed,reserve,4,202.3,199.7,194.4,89.8,330.7,102.1,26.5,362.4
UT,nodisturb,conservation,4,207.2,204.6,199.3,92.7,337.4,103.7,28.8,369.9
UT,disturbed,conservation,4,202.3,199.7,194.4,89.8,330.7,102.1,26.5,362.3
UT,nodisturb,BAU,4,207.1,204.5,199.2,92.7,337.3,103.6,28.7,369.8
UT,disturbed,BAU,4,202.3,199.7,194.4,89.8,330.7,102.1,26.5,362.3
UT,nodisturb,intensive,4,207,204.4,199.2,92.6,337.2,103.6,28.6,369.7
UT,disturbed,intensive,4,202.2,199.6,194.3,89.7,330.5,102,26.4,362.2
VA,nodisturb,reserve,3,803.4,803.4,778.9,752.1,879.1,66.9,668.8,889
VA,disturbed,reserve,3,788.2,788.2,763.6,737.4,863.7,66.7,654,873.2
VA,nodisturb,conservation,3,791.3,791.3,766.7,740.4,866.8,66.7,657,876.4
VA,disturbed,conservation,3,776.3,776.3,751.5,725.8,851.5,66.4,642.3,860.7
VA,nodisturb,BAU,3,771.5,771.5,746.7,721.1,846.8,66.4,637.4,856
VA,disturbed,BAU,3,756.7,756.7,731.7,706.7,831.6,66.1,623,840.4
VA,nodisturb,intensive,3,731,731,705.7,681.6,805.6,65.7,597.5,813.9
VA,disturbed,intensive,3,716.5,716.5,691.2,667.5,790.9,65.5,583.5,798.9
VT,nodisturb,reserve,4,237.4,237.4,237.2,180.9,294.4,56.6,144.1,330.3
VT,disturbed,reserve,4,234.8,234.8,234.7,178.6,291.4,56.3,142.1,327.3
VT,nodisturb,conservation,4,235.6,235.6,235.4,179.2,292.2,56.4,142.7,328.1
VT,disturbed,conservation,4,233,233,232.9,177,289.2,56,140.8,325.1
VT,nodisturb,BAU,4,232.8,232.8,232.8,176.8,289,56,140.6,324.9
VT,disturbed,BAU,4,230.3,230.3,230.3,174.6,286,55.6,138.8,321.8
VT,nodisturb,intensive,4,225.9,225.9,226,170.7,280.9,55,135.5,316.6
VT,disturbed,intensive,4,223.4,223.4,223.6,168.6,278,54.7,133.7,313.5
WA,nodisturb,reserve,4,1461,1345.2,1274.7,1022.8,2271.7,559,355.2,2194.2
WA,disturbed,reserve,4,1139.4,1044.8,988.4,779.5,1801.4,457.4,236,1740.7
WA,nodisturb,conservation,4,1459.1,1343.4,1273,1021.3,2269,558.4,354.5,2191.6
WA,disturbed,conservation,4,1137.7,1043.2,986.8,778.2,1799,456.9,235.2,1738.4
WA,nodisturb,BAU,4,1456.3,1340.8,1270.6,1019.1,2265.2,557.7,353.1,2188
WA,disturbed,BAU,4,1135.2,1040.9,984.5,776.2,1795.5,456.2,234.1,1735
WA,nodisturb,intensive,4,1449.1,1334,1264,1013.4,2255,555.7,350,2178.1
WA,disturbed,intensive,4,1128.8,1034.8,978.8,771.1,1786.4,454.4,231.2,1726.3
WI,nodisturb,reserve,4,769.6,769.6,630.3,581.3,1236.6,312.2,116.7,1143.9
WI,disturbed,reserve,4,753.2,753.2,616.5,567.1,1213,307.4,110.7,1122.2
WI,nodisturb,conservation,4,522.1,522.1,420.9,366.1,880.6,240.4,25.4,816.4
WI,disturbed,conservation,4,508.6,508.6,409.6,354.4,860.9,236.4,20.7,798.4
WI,nodisturb,BAU,4,331.9,331.9,263.2,206.1,595.1,177.6,0,555.4
WI,disturbed,BAU,4,321.1,321.1,254.2,196.9,579.2,174.2,0,540.9
WI,nodisturb,intensive,4,181.4,181.4,143.3,91.1,347.7,113.7,0,330.4
WI,disturbed,intensive,4,174.5,174.5,137.1,87.4,336.5,110.6,0,319
WV,nodisturb,reserve,4,596.3,645.2,587.6,254.1,955.9,298.1,97.2,1078
WV,disturbed,reserve,4,581.5,629.6,573,244.8,935.3,293.5,90.2,1055.7
WV,nodisturb,conservation,4,585.2,633.6,576.6,246.9,940.8,294.9,91.6,1061.7
WV,disturbed,conservation,4,570.6,618.2,562.1,237.7,920.4,290.2,84.7,1039.6
WV,nodisturb,BAU,4,568.5,616,560,236,917.8,289.9,83.2,1036.9
WV,disturbed,BAU,4,554,600.7,545.8,226.9,897.6,285.3,76.5,1015
WV,nodisturb,intensive,4,530.9,576.5,522.8,211.7,866.1,278.6,64.6,981.1
WV,disturbed,intensive,4,516.9,561.7,509,203,846.5,274.1,58.2,959.9
WY,nodisturb,reserve,4,184.1,190.6,203.6,85.6,243.8,72.2,84.7,322.4
WY,disturbed,reserve,4,172.5,178.7,190.9,79.1,229.1,68.5,78.2,303.7
WY,nodisturb,conservation,4,184.1,190.5,203.4,85.6,243.7,72.2,84.7,322.2
WY,disturbed,conservation,4,172.5,178.6,190.9,79.1,229,68.5,78.2,303.6
WY,nodisturb,BAU,4,183.9,190.4,203.3,85.5,243.5,72.1,84.6,322
WY,disturbed,BAU,4,172.4,178.5,190.8,79,228.9,68.5,78.1,303.5
WY,nodisturb,intensive,4,183.6,190.1,203,85.3,243.2,72.1,84.4,321.6
WY,disturbed,intensive,4,172.1,178.2,190.4,78.8,228.6,68.4,77.9,303
