state,dist_mode,scenario,n_models,ens_equal,ens_benchmark,median,min,max,between_sd,lo90,hi90
SD,nodisturb,intensive,4,7.2,8,6.8,1.8,13.6,5.1,0,15.2
SD,disturbed,intensive,4,7.2,8,6.8,1.7,13.5,5.1,0,15.1
TN,nodisturb,reserve,4,606.5,656.3,702.8,258,762.5,234.9,316.4,1089.3
TN,disturbed,reserve,4,593.6,642.7,688.8,250.2,746.9,231.5,308,1069.5
TN,nodisturb,conservation,4,505.7,550,593,195.5,641.3,209.1,248.9,937
TN,disturbed,conservation,4,493.8,537.5,580,188.4,627,206,241.1,918.8
TN,nodisturb,BAU,4,380.8,417.8,455.9,121.8,489.7,175,168.1,743.7
TN,disturbed,BAU,4,370.4,406.7,444.4,115.7,477,172.1,161.3,727.4
TN,nodisturb,intensive,4,226,252.5,275.1,40.4,313.4,126.4,67.3,483
TN,disturbed,intensive,4,218.1,243.9,265.4,37.1,304.3,123.3,62.5,468.3
TX,nodisturb,reserve,4,795,860.1,906,339.1,1028.9,311,394.3,1417.6
TX,disturbed,reserve,4,783.5,847.9,893,333,1015.1,307.5,387.1,1398.8
TX,nodisturb,conservation,4,648,703.8,740.4,257.5,853.6,268.1,299.4,1181.4
TX,disturbed,conservation,4,637.5,692.6,728.6,251.9,841,264.9,292.8,1164.4
TX,nodisturb,BAU,4,473.2,517.1,542.6,165.2,642.2,214.2,190.2,895
TX,disturbed,BAU,4,464.1,507.5,532.4,160.5,631.3,211.4,184.6,880.2
TX,nodisturb,intensive,4,287.7,317.7,330.9,77.9,411.1,150.6,83.1,578.7
TX,disturbed,intensive,4,280.6,310.1,322.9,74.3,402.4,148.5,78.7,567.1
UT,nodisturb,reserve,4,207.2,204.6,199.3,92.7,337.4,103.7,28.8,369.9
UT,disturbed,reserve,4,202.3,199.7,194.4,89.8,330.7,102.1,26.5,362.4
UT,nodisturb,conservation,4,204.4,201.8,196.5,90.9,333.7,102.9,27.2,365.8
UT,disturbed,conservation,4,199.6,197,191.7,88,327.1,101.3,25,358.3
UT,nodisturb,BAU,4,200.1,197.5,192.1,88.1,328.1,101.7,24.8,359.5
UT,disturbed,BAU,4,195.3,192.7,187.3,85.3,321.5,100.1,22.6,352
UT,nodisturb,intensive,4,190.4,187.7,182.2,81.9,315.2,98.9,19.6,344.9
UT,disturbed,intensive,4,185.8,183.1,177.6,79.2,308.8,97.3,17.5,337.7
VA,nodisturb,reserve,3,803.4,803.4,778.9,752.1,879.1,66.9,668.8,889
VA,disturbed,reserve,3,788.2,788.2,763.6,737.4,863.7,66.7,654,873.2
VA,nodisturb,conservation,3,617.9,617.9,591.6,571.5,690.5,63.7,486.8,696.4
VA,disturbed,conservation,3,604.5,604.5,578.2,558.5,676.9,63.4,473.8,682.6
VA,nodisturb,BAU,3,418.4,418.4,391.2,378.1,486,58.9,294.3,488.1
VA,disturbed,BAU,3,407.3,407.3,380,367.3,474.5,58.6,283.7,476.3
VA,nodisturb,intensive,3,229.9,229.9,204.4,197.3,288,50.4,121.4,287.4
VA,disturbed,intensive,3,221.6,221.6,196,189.3,279.4,50.2,113.4,278.6
VT,nodisturb,reserve,4,237.4,237.4,237.2,180.9,294.4,56.6,144.1,330.3
VT,disturbed,reserve,4,234.8,234.8,234.7,178.6,291.4,56.3,142.1,327.3
VT,nodisturb,conservation,4,212.8,212.8,213.2,159.2,265.4,53.2,125.7,300.7
VT,disturbed,conservation,4,210.3,210.3,210.9,157.1,262.5,52.8,124,297.8
VT,nodisturb,BAU,4,182.6,182.6,183.9,132.8,229.7,48.8,103.7,264.1
VT,disturbed,BAU,4,180.3,180.3,181.7,130.9,227,48.4,102,261.4
VT,nodisturb,intensive,4,127.4,127.4,130.2,85.6,163.7,39.9,64.5,195.9
VT,disturbed,intensive,4,125.6,125.6,128.4,84,161.5,39.7,63.2,193.6
WA,nodisturb,reserve,5,1270.5,1240.6,1178.1,508.8,2271.7,644.7,117.5,2238.7
WA,disturbed,reserve,5,984.6,959.9,904.2,365.5,1801.4,526,38.9,1769.5
WA,nodisturb,conservation,5,1045.8,1019.5,961.1,384.1,1918.3,561.8,36.9,1885.3
WA,disturbed,conservation,5,783.6,762.1,709.8,254.8,1484.4,451.3,0,1452.2
WA,nodisturb,BAU,5,806.2,784,730.6,258.4,1531.5,467.1,0,1499
WA,disturbed,BAU,5,572.3,554.5,506.5,145.6,1141.8,366.8,0,1109.8
WA,nodisturb,intensive,5,474,458.5,414.4,106.9,965.4,316.6,0,935.2
WA,disturbed,intensive,5,297,282.4,238.4,55.5,654.8,225.8,0,609.8
WI,nodisturb,reserve,4,769.6,769.6,630.3,581.3,1236.6,312.2,116.7,1143.9
WI,disturbed,reserve,4,753.2,753.2,616.5,567.1,1213,307.4,110.7,1122.2
WI,nodisturb,conservation,4,627.9,627.9,510,457.4,1034.2,272.1,62.4,957.5
WI,disturbed,conservation,4,613,613,497.4,444.6,1012.7,267.6,57.2,937.7
WI,nodisturb,BAU,4,478.8,478.8,384.7,329,816.9,227,11.3,758.1
WI,disturbed,BAU,4,465.8,465.8,373.8,317.9,797.9,223,6.9,740.6
WI,nodisturb,intensive,4,281.1,281.1,222.1,165.1,515.2,158.5,0,482.7
WI,disturbed,intensive,4,271.2,271.2,213.8,156.7,500.6,155.4,0,469.4
WV,nodisturb,reserve,4,596.3,645.2,587.6,254.1,955.9,298.1,97.2,1078
WV,disturbed,reserve,4,581.5,629.6,573,244.8,935.3,293.5,90.2,1055.7
WV,nodisturb,conservation,4,543.6,589.8,535.4,219.9,883.6,282.4,70.8,1000
WV,disturbed,conservation,4,529.4,574.9,521.4,211,863.8,277.9,64.3,978.5
WV,nodisturb,BAU,4,472.4,515,465,174.7,784.9,260.3,36.8,893.3
WV,disturbed,BAU,4,459.2,501,452,166.5,766.3,256,30.8,873.1
WV,nodisturb,intensive,4,346.8,382.2,340.9,98.7,606.8,218.1,0,699.6
WV,disturbed,intensive,4,335.3,370.1,329.5,91.8,590.5,214.2,0,681.8
WY,nodisturb,reserve,4,184.1,190.6,203.6,85.6,243.8,72.2,84.7,322.4
WY,disturbed,reserve,4,172.5,178.7,190.9,79.1,229.1,68.5,78.2,303.7
WY,nodisturb,conservation,4,184.1,190.5,203.4,85.6,243.7,72.2,84.7,322.2
WY,disturbed,conservation,4,172.5,178.6,190.9,79.1,229,68.5,78.2,303.6
WY,nodisturb,BAU,4,183.9,190.4,203.3,85.5,243.5,72.1,84.6,322
WY,disturbed,BAU,4,172.4,178.5,190.8,79,228.9,68.5,78.1,303.5
WY,nodisturb,intensive,4,183.6,190.1,203,85.3,243.2,72.1,84.4,321.6
WY,disturbed,intensive,4,172.1,178.2,190.4,78.8,228.6,68.4,77.9,303
