PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_1997_Mgha,BIOM_1998_Mgha,BIOM_1999_Mgha,BIOM_2000_Mgha,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha,BIOM_2023_Mgha,BIOM_2024_Mgha
1291,56770616010478,1997,31.486518,-83.853516,321,6,298.027,,,340.734,,,,,355.767,,,,,382.021,,,,,372.001,,,,,357.11,,,,
1292,56770744010478,1997,31.59134,-83.83456,321,3,8.213,,17.661,,,,,,,,,69.74,,,,,,,,,,,,,,,,
1293,56771279010478,1997,31.517955,-83.673238,321,5,238.314,,,265.309,,,,,289.192,,,,,,,,,,114.189,,,,,164.475,,,,
1294,56771901010478,1997,31.515719,-83.820094,321,5,276.829,,,,,,,,,,,,236.119,,,,,278.646,,,,,173.47,,,,,189.756
1295,56771990010478,1997,31.389822,-83.850214,321,2,167.582,174.778,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,56772113010478,1997,31.334012,-83.853858,321,4,59.818,96.706,,,,,,,,156.657,,,,,,,,,,,,,,,83.402,,,
1297,56772537010478,1997,32.094736,-83.25042,91,5,45.744,,,,111.147,,,,,157.807,,,,,211.673,,,,,,,,,,28.991,,,
1298,56772670010478,1997,31.951716,-83.249279,91,4,163.153,,178.099,,,,,,,,,,,,,,,,,,,,102.117,,,,,158.317
1299,56773015010478,1997,32.316006,-83.262805,91,2,94.452,,92.798,,,,,,,,,,,,,,,,,,,,,,,,,
1300,56773135010478,1997,32.161847,-83.170897,91,4,172.844,,,,,,181.074,,,,,,,,,,34.065,,,,,96.953,,,,,,
1301,56773250010478,1997,32.131327,-83.184615,91,2,46.033,,52.134,,,,,,,,,,,,,,,,,,,,,,,,,
1302,56773330010478,1997,31.971952,-83.161251,91,5,156.934,,,,,,,,,,13.883,,,,,68.722,,,,,125.091,,,,,167.13,,
1303,56773538010478,1997,32.392633,-83.23169,91,5,14.425,,17.568,,,,,,,,19.889,,,,,23.515,,,,,,,,,,10.312,,
1304,56773583010478,1997,32.257138,-83.114866,91,4,66.583,,,,,,,,,,,,106.735,,,,,117.754,,,,,,,,,,133.813
1305,56773714010478,1997,32.167557,-83.097354,91,5,309.431,,321.727,,,,,,,367.865,,,,,,,,,,49.753,,,,,70.768,,,
1306,56774198010478,1997,32.112099,-83.030442,91,4,132.255,138.272,,,,,,,,,,,,,,,,108.875,,,,,,,,,,143.712
1307,56774302010478,1997,32.102009,-82.983729,91,5,28.661,,,,14.584,,,,,30.794,,,,,47.75,,,,,,,,,,21.505,,,
1308,56774518010478,1997,32.12491,-83.302597,91,2,152.842,175.809,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,56774711010478,1997,32.244335,-83.163507,91,3,39.048,,,,,,45.755,,,,,,,,,,,,,,,24.311,,,,,,
1310,56774763010478,1997,31.945413,-83.166118,91,3,176.324,,205.935,,,,,,,,,,,,,,,,,53.449,,,,,,,,
1311,56775031010478,1997,31.981125,-83.2571,91,3,50.015,,,,,,181.242,,,,,,,,,,,,,,,228.12,,,,,,
1312,56775133010478,1997,32.33749,-83.16439,91,6,258.108,,,,305.327,,,,,322.822,,,,,303.67,,,,,237.627,,,,,203.32,,,
1313,56775228010478,1997,32.287386,-83.165719,91,3,27.315,,,,,,,,,,116.466,,,,,,,,,,,,,,,63.894,,
1314,56775752010478,1997,32.191093,-83.960292,93,2,287.127,,273.653,,,,,,,,,,,,,,,,,,,,,,,,,
1315,56775895010478,1997,32.224241,-83.962688,93,4,21.427,66.62,,,,,,,,,,,,,,,,,,105.447,,,,,139.857,,,
1316,56775975010478,1997,32.05078,-83.88976,93,4,128.201,,,153.972,,,,,,,,,,,,,,,37.358,,,,,53.116,,,,
1317,56776190010478,1997,32.068704,-83.810455,93,4,180.434,,,,,,262.755,,,,,243.249,,,,,,,,,,,,,,,103.674,
1318,56776871010478,1997,32.10662,-83.808321,93,4,20.865,,,,,,,,,,9.002,,,,,35.125,,,,,,,,,,82.93,,
1319,56777167010478,1997,31.598205,-84.428198,95,3,67.342,,,,,,,,,,,,,,,,40.661,,,,,59.486,,,,,,
1320,56777405010478,1997,31.545159,-84.363727,95,6,412.48,,427.115,,,,,,,473.042,,,,,453.396,,,,,381.484,,,,,28.221,,,
1321,56777497010478,1997,31.588867,-84.375271,95,2,53.657,55.043,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,56777555010478,1997,31.474775,-84.319209,95,5,120.544,,,,,,,,,,43.007,,,,,56.157,,,,,85.046,,,,,93.281,,
1323,56777645010478,1997,31.492465,-84.371341,95,2,179.316,,202.236,,,,,,,,,,,,,,,,,,,,,,,,,
1324,56777747010478,1997,31.468677,-84.360367,95,2,65.709,,,,,,,,,,,,,,,,,,,,,45.617,,,,,,
1325,56777921010478,1997,31.558684,-84.438727,95,6,106.937,,,,,,,28.198,,,,,42.34,,,,,60.22,,,,,98.72,,,,,132.515
1326,56778255010478,1997,31.553042,-84.242077,95,5,140.528,,,,126.846,,,,,134.607,,,,,156.535,,,,,,,,,,14.854,,,
1327,56778428010478,1997,31.553604,-84.150771,95,6,73.899,80.91,,,,,,,,,,,55.633,,,,,45.259,,,,,44.497,,,,,51.851
1328,56778616010478,1997,31.548747,-84.076904,95,5,92.714,,92.248,,,,,,,112.688,,,,,90.236,,,,,76.111,,,,,,,,
1329,56778752010478,1997,31.641255,-84.00911,95,5,32.386,,39.098,,,,,,,,42.228,,,,,2.359,,,,,,,,,,1.615,,
1330,56779050010478,1997,31.53417,-84.215454,95,4,241.563,,276.666,,,,,,,,315.342,,,,,341.77,,,,,,,,,,,,
1331,56779280010478,1997,33.634607,-84.848462,97,6,103.081,110.139,,,,,,,,136.45,,,,,145.09,,,,,142.45,,,,,129.088,,,
1332,56779360010478,1997,33.763314,-84.898718,97,5,232.273,,,,,,,,157.041,,,,,186.232,,,,,230.587,,,,,250.212,,,,
1333,56779502010478,1997,33.715169,-84.841256,97,5,47.473,,,,,,71.321,,,,,,,,,,77.004,,,,,105.877,,,,,136.839,
1334,56779586010478,1997,33.617702,-84.902998,97,6,208.283,,,,,,237.631,,,,,267.063,,,,,254.481,,,,,294.355,,,,,344.856,
1335,56779655010478,1997,33.663016,-84.790156,97,2,210.693,,239.441,,,,,,,,,,,,,,,,,,,,,,,,,
1336,56779822010478,1997,33.693199,-84.798426,97,6,171.328,,,190.026,,,,,187.364,,,,,206.355,,,,,219.551,,,,,236.226,,,,
1337,56780184010478,1997,33.739227,-84.700167,97,2,269.958,246.203,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,56780277010478,1997,33.715046,-84.730747,97,6,232.172,244.606,,,,,,,,209.399,,,,,228.019,,,,,257.915,,,,,287.313,,,
1339,56780410010478,1997,33.723267,-84.640952,97,6,108.221,,,,,,,133.639,,,,,153.403,,,,,148.029,,,,,155.953,,,,,183.911
1340,56780475010478,1997,33.77262,-84.653159,97,5,139.518,,,,,,,,,,,9.727,,,,,25.293,,,,,45.023,,,,,64.005,
1341,56780598010478,1997,33.734832,-84.894876,97,2,114.195,,117.65,,,,,,,,,,,,,,,,,,,,,,,,,
1342,56780677010478,1997,33.601398,-84.842803,97,2,286.998,,315.704,,,,,,,,,,,,,,,,,,,,,,,,,
1343,56780772010478,1997,33.768333,-84.754868,97,6,166.305,,,174.043,,,,,180.872,,,,,203.263,,,,,230.0,,,,,262.337,,,,
1344,56780854010478,1997,31.277327,-85.108637,99,2,131.355,143.932,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,56780941010478,1997,31.222745,-85.090759,99,3,182.659,,197.863,,,,,,,204.407,,,,,,,,,,,,,,,,,,
1346,56781063010478,1997,31.209411,-85.05022,99,2,3.85,,,,14.619,,,,,,,,,,,,,,,,,,,,,,,
1347,56781104010478,1997,31.225698,-85.024578,99,4,81.54,,,,,,,,,,,81.595,,,,,110.562,,,,,,,,,,58.502,
1348,56781195010478,1997,31.34286,-85.051288,99,5,148.964,,,169.421,,,,,,,,,,165.39,,,,,174.947,,,,,142.167,,,,
1349,56781389010478,1997,31.26068,-85.0198,99,3,81.981,,81.321,,,,,,,,,,,,,53.196,,,,,,,,,,,,
1350,56781760010478,1997,31.48895,-84.954676,99,6,112.577,,,,,174.218,,,,,176.848,,,,,195.723,,,,,178.927,,,,,108.599,,
1351,56782077010478,1997,31.403208,-84.909245,99,6,54.707,,,,,,,83.188,,,,,86.353,,,,,99.009,,,,,127.014,,,,,144.004
1352,56782211010478,1997,31.370914,-84.855233,99,2,55.611,,,,,,,,,,,,,,99.271,,,,,,,,,,,,,
1353,56782654010478,1997,31.346888,-84.756886,99,3,76.956,,,,,,,,104.899,,,,,,,,,,88.708,,,,,,,,,
1354,56782865010478,1997,31.326302,-84.90055,99,2,9.58,26.491,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,56782923010478,1997,31.374918,-84.699158,99,6,214.46,231.537,,,,,,,,273.846,,,,,304.688,,,,,246.63,,,,,218.535,,,
1356,56783021010478,1997,31.385575,-84.659547,99,5,126.826,,,,,,,,,,,108.388,,,,,126.456,,,,,145.625,,,,,161.719,
1357,56783165010478,1997,31.262373,-84.657043,99,2,138.086,150.73,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,56783259010478,1997,31.274943,-85.008074,99,2,57.507,,,,,,,,,,,,,,,,,,,,,74.878,,,,,,
1359,56784133010478,1997,30.752293,-83.055089,101,2,22.074,,25.933,,,,,,,,,,,,,,,,,,,,,,,,,
1360,56784183010478,1997,30.632925,-83.046754,101,6,158.351,,,,,9.575,,,,,7.412,,,,,12.141,,,,,23.355,,,,,31.577,,
1361,56784469010478,1997,30.732003,-83.009103,101,5,83.295,106.529,,,,,,,,,,176.363,,,,,,,,,,64.528,,,,,123.274,
1362,56784611010478,1997,30.712258,-83.0035,101,2,83.655,,,,,,,,,,,,,,,,,45.626,,,,,,,,,,
1363,56784830010478,1997,30.684206,-82.946853,101,6,30.847,,,,33.605,,,,,35.789,,,,,47.788,,,,,42.017,,,,,54.2,,,
1364,56785034010478,1997,30.667223,-82.923854,101,3,128.886,,,,,,,,,,58.355,,,,,119.131,,,,,,,,,,,,
1365,56785714010478,1997,30.647167,-82.771489,101,3,117.291,,,,,181.581,,,,,,,,,,15.977,,,,,,,,,,,,
1366,56785866010478,1997,30.698752,-82.729853,101,2,124.656,124.753,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,56785986010478,1997,30.729346,-82.74763,101,4,118.841,,,,,,,,,,28.82,,,,,71.249,,,,,,,,,,14.91,,
1368,56786158010478,1997,30.767491,-82.939347,101,3,124.623,85.278,,,,,,,,,,,,,31.589,,,,,,,,,,,,,
1369,56786296010478,1997,30.695173,-82.581597,101,4,131.345,,,,,,,,,,,179.136,,,,,,,,,,224.48,,,,,187.337,
1370,56786425010478,1997,30.78495,-83.048437,101,6,90.251,,,,107.022,,,,,117.678,,,,,138.34,,,,,166.288,,,,,182.969,,,
1371,56786614010478,1997,30.714718,-82.886099,101,6,49.294,,,,,73.411,,,,,81.842,,,,,85.072,,,,,88.119,,,,,100.871,,
1372,56787270010478,1997,30.704244,-83.044875,101,3,76.181,,,129.534,,,,,,,,,,,,,,,26.856,,,,,,,,,
1373,56787580010478,1997,32.381027,-81.515839,103,5,107.775,,,,,,,,,137.599,,,,,160.022,,,,,183.082,,,,,200.578,,,
1374,56787637010478,1997,32.537034,-81.464614,103,5,20.878,,,,,,,,,41.382,,,,,57.92,,,,,74.096,,,,,82.966,,,
1375,56787688010478,1997,32.509568,-81.457164,103,4,22.721,25.907,,,,,,,,,,,,,,,,,,,5.22,,,,,6.749,,
1376,56787894010478,1997,32.318512,-81.448814,103,2,152.002,,,,,,,,,,,,,,,,,86.687,,,,,,,,,,
1377,56788076010478,1997,32.167702,-81.375297,103,6,112.758,,,,,,,126.428,,,,,147.76,,,,,181.809,,,,,204.099,,,,,224.401
1378,56788209010478,1997,32.199731,-81.25635,103,2,96.69,,,,,,,,,,,,,71.561,,,,,,,,,,,,,,
1379,56788411010478,1997,32.280415,-81.33951,103,6,10.178,,,,,,62.627,,,,,98.298,,,,,143.492,,,,,221.175,,,,,277.174,
1380,56788470010478,1997,32.335698,-81.335741,103,5,25.065,,,,,43.33,,,,,52.678,,,,,70.008,,,,,96.162,,,,,,,
1381,56788525010478,1997,32.323275,-81.228651,103,5,167.084,,,,,,190.498,,,,,195.29,,,,,216.027,,,,,,,,,,254.372,
1382,56788628010478,1997,32.552131,-81.295057,103,5,38.152,55.193,,,,,,,,,,,,,9.293,,,,,59.383,,,,,112.196,,,
1383,56788708010478,1997,32.418694,-81.317801,103,6,69.128,,,,,79.446,,,,,86.467,,,,,94.128,,,,,118.592,,,,,129.021,,
1384,56788794010478,1997,32.316516,-81.310751,103,4,84.189,,,,,,,,,,,,106.517,,,,,,,,,,32.023,,,,,56.725
1385,56789038010478,1997,32.377835,-81.258747,103,6,111.066,112.844,,,,,,,,,,,98.387,,,,,107.445,,,,,120.525,,,,,113.287
1386,56789450010478,1997,32.274832,-81.200282,103,5,123.118,,,,,,113.984,,,,,131.704,,,,,,,,,,67.282,,,,,65.123,
1387,56789598010478,1997,32.293008,-81.181358,103,2,295.201,292.241,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,56789977010478,1997,32.398979,-81.369463,103,2,36.264,46.002,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,56790146010478,1997,32.363932,-81.370858,103,4,26.572,,,,90.789,,,,,127.77,,,,,179.644,,,,,,,,,,,,,
1390,56790354010478,1997,32.189225,-81.374525,103,4,194.193,,,,,,222.782,,,,,,,,,,31.456,,,,,91.158,,,,,,
1391,56790508010478,1997,32.21955,-81.285524,103,6,105.198,,,120.508,,,,,134.515,,,,,154.21,,,,,181.312,,,,,196.293,,,,
1392,56790620010478,1997,32.357569,-81.283348,103,6,113.203,,,146.821,,,,,166.412,,,,,196.947,,,,,220.523,,,,,257.342,,,,
1393,56790714010478,1997,32.26508,-81.235796,103,3,70.779,,89.174,,,,,,,,,,,,,53.561,,,,,,,,,,,,
1394,56790839010478,1997,32.412985,-81.234512,103,6,19.959,22.248,,,,,,,,41.55,,,,,47.927,,,,,60.119,,,,,79.965,,,
1395,56790972010478,1997,34.101139,-82.992507,105,4,201.032,,,,,,,,,,,154.423,,,,,196.048,,,,,210.986,,,,,,
1396,56791182010478,1997,34.215574,-82.958284,105,2,257.396,250.721,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,56791311010478,1997,34.211605,-82.91921,105,6,31.034,,,,,,,25.876,,,,,28.357,,,,,39.038,,,,,50.44,,,,,62.661
1398,56791544010478,1997,34.169012,-82.832633,105,6,94.234,,,,,,90.702,,,,,92.541,,,,,87.641,,,,,97.291,,,,,108.474,
1399,56791635010478,1997,34.094365,-82.861153,105,6,55.088,,61.296,,,,,,,,,80.277,,,,,95.401,,,,,109.748,,,,,32.089,
1400,56791777010478,1997,34.028356,-82.848315,105,2,98.453,108.934,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,56791876010478,1997,33.983715,-82.792541,105,5,309.549,,,,,318.366,,,,,323.224,,,,,289.062,,,,,332.922,,,,,,,
1402,56791952010478,1997,34.097735,-82.76049,105,6,68.176,,,,66.851,,,,,84.155,,,,,97.897,,,,,119.519,,,,,125.176,,,
1403,56792085010478,1997,34.149335,-82.784124,105,6,47.208,58.736,,,,,,,73.424,,,,,92.366,,,,,114.382,,,,,149.41,,,,
1404,56792344010478,1997,34.124241,-82.700427,105,5,66.234,,,,,,,,,,52.959,,,,,63.48,,,,,91.009,,,,,112.422,,
1405,56792493010478,1997,34.025856,-82.616347,105,2,6.004,13.678,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,56792559010478,1997,33.995355,-82.635547,105,5,45.531,,46.629,,,,,,,,71.442,,,,,,,,,,35.228,,,,,51.746,,
1407,56792647010478,1997,34.143476,-82.89914,105,6,121.356,,,125.953,,,,,148.032,,,,,164.181,,,,,194.771,,,,,204.732,,,,
1408,56792806010478,1997,34.104716,-82.961788,105,5,115.134,,,,,,,156.775,,,,,,,,,,111.563,,,,,141.377,,,,,147.535
1409,56792910010478,1997,34.05369,-82.908479,105,6,99.415,,,,,139.744,,,,,149.881,,,,,171.637,,,,,199.984,,,,,242.207,,
1410,56793064010478,1997,34.118638,-82.840794,105,6,48.603,,,,,,46.419,,,,,45.269,,,,,33.817,,,,,39.637,,,,,44.494,
1411,56793115010478,1997,34.2007,-82.759473,105,6,75.416,,,,,103.213,,,,,101.484,,,,,107.225,,,,,131.232,,,,,155.856,,
1412,56793225010478,1997,34.103504,-82.817305,105,4,23.57,,49.818,,,,,,,,,,,,,,,96.324,,,,,,,,,,172.008
1413,56793336010478,1997,34.058463,-82.818077,105,6,99.262,111.647,,,,,,,117.972,,,,,103.169,,,,,120.715,,,,,142.97,,,,
1414,56793579010478,1997,32.660348,-82.482279,107,2,164.66,172.533,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,56793663010478,1997,32.708324,-82.438342,107,2,36.028,38.462,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,56793781010478,1997,32.577172,-82.445354,107,6,29.454,,,,,29.424,,,,,31.303,,,,,41.194,,,,,43.808,,,,,57.331,,
1417,56793834010478,1997,32.477768,-82.437849,107,6,46.518,,,,,,,67.157,,,,,106.993,,,,,128.983,,,,,172.296,,,,,215.565
1418,56793951010478,1997,32.603593,-82.426764,107,6,67.121,,79.88,,,,,,,,,76.134,,,,,96.379,,,,,114.452,,,,,123.18,
1419,56794033010478,1997,32.660752,-82.425677,107,3,127.946,,,,,,,,,,,,,,,87.899,,,,,,,,,,144.333,,
1420,56794180010478,1997,32.74428,-82.415764,107,2,39.349,49.174,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,56794262010478,1997,32.822904,-82.356444,107,5,72.48,,73.416,,,,,,,,,,,,,61.026,,,,,103.895,,,,,162.375,,
1422,56794325010478,1997,32.644558,-82.383494,107,3,97.294,,119.905,,,,,,,,,,,,,,,129.136,,,,,,,,,,
1423,56794553010478,1997,32.50296,-82.383188,107,2,77.858,,120.449,,,,,,,,,,,,,,,,,,,,,,,,,
1424,56794767010478,1997,32.629084,-82.17394,107,4,79.063,82.707,,,,,,,,,,114.203,,,,,,,,,,185.695,,,,,,
1425,56794854010478,1997,32.77882,-82.307584,107,4,209.593,,,,,,,,3.967,,,,,57.954,,,,,157.638,,,,,,,,,
1426,56794941010478,1997,32.662061,-82.289201,107,6,204.241,,221.198,,,,,,,,214.378,,,,,207.927,,,,,221.159,,,,,228.697,,
1427,56795059010478,1997,32.573714,-82.301029,107,6,21.387,,,,,43.31,,,,,51.369,,,,,58.246,,,,,71.032,,,,,89.125,,
1428,56795145010478,1997,32.450084,-82.270791,107,3,42.227,,86.068,,,,,,,,,,,,,,,,,,154.434,,,,,,,
1429,56795407010478,1997,32.365129,-82.304602,107,4,111.745,,122.3,,,,,,,,,,,,,,,52.861,,,,,,,,,,72.006
1430,56795674010478,1997,32.808128,-82.248872,107,2,48.057,,85.286,,,,,,,,,,,,,,,,,,,,,,,,,
1431,56795771010478,1997,32.772822,-82.249412,107,5,31.96,,,,97.929,,,,,130.55,,,,,,,,,,11.425,,,,,57.764,,,
1432,56795995010478,1997,32.612117,-82.228501,107,2,37.971,35.689,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,56796049010478,1997,32.483727,-82.244826,107,6,54.761,,,,63.219,,,,,79.599,,,,,94.586,,,,,116.9,,,,,91.505,,,
1434,56796279010478,1997,32.581224,-82.2062,107,2,37.994,62.011,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,56796431010478,1997,32.676073,-82.218136,107,2,165.962,188.647,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,56796525010478,1997,32.79635,-82.221604,107,4,40.163,,,,,134.508,,,,,,,,,,151.262,,,,,241.495,,,,,,,
1437,56796688010478,1997,32.720971,-82.18998,107,3,85.922,,,,,,,,,,,,33.486,,,,,39.36,,,,,,,,,,
1438,56796822010478,1997,32.53077,-82.143731,107,4,98.557,,,,,,,,,,,153.739,,,,,203.652,,,,,246.161,,,,,,
1439,56796902010478,1997,32.690322,-82.141925,107,5,114.837,,,,144.399,,,,,,,,,,31.131,,,,,59.792,,,,,124.605,,,
1440,56797009010478,1997,32.785619,-82.13498,107,2,227.482,,300.541,,,,,,,,,,,,,,,,,,,,,,,,,
1441,56797280010478,1997,32.58003,-82.096325,107,6,64.295,,,,,,,91.213,,,,,83.45,,,,,99.077,,,,,119.369,,,,,134.319
1442,56797508010478,1997,32.582204,-82.516087,107,6,171.798,176.25,,,,,,,196.91,,,,,208.484,,,,,226.638,,,,,258.405,,,,
1443,56797615010478,1997,32.728803,-82.379638,107,2,40.049,,,,,,,,,,,,,,,,,,,,139.414,,,,,,,
1444,56797741010478,1997,32.695329,-82.377093,107,6,151.11,,170.719,,,,,,,,,168.03,,,,,156.208,,,,,182.636,,,,,203.663,
1445,56798031010478,1997,32.741173,-82.315819,107,4,141.679,,,,,,,168.058,,,,,,,,,,125.652,,,,,121.029,,,,,
1446,56798124010478,1997,32.61607,-82.313214,107,4,67.793,,43.089,,,,,,,66.072,,,,,98.731,,,,,,,,,,,,,
1447,56798228010478,1997,32.427263,-82.308985,107,3,43.416,,,49.082,,,,,,,,,,,,,,,,,,,,16.059,,,,
1448,56798462010478,1997,32.447197,-82.298554,107,4,184.272,,199.577,,,,,,232.702,,,,,,,,,,280.811,,,,,,,,,
1449,56798591010478,1997,32.42303,-82.24219,107,4,89.808,109.309,,,,,,,,,,,,,,143.61,,,,,208.843,,,,,,,
1450,56798737010478,1997,32.381901,-82.235168,107,6,165.049,135.733,,,,,,,,171.456,,,,,198.943,,,,,223.763,,,,,256.392,,,
1451,56798920010478,1997,32.373144,-82.368049,107,3,45.478,,,,120.829,,,,,,,,,,65.305,,,,,,,,,,,,,
1452,56799078010478,1997,32.660034,-82.118518,107,3,10.268,,,,,,,,,,,,,,,6.369,,,,,18.387,,,,,,,
1453,56799123010478,1997,32.334512,-82.244077,107,6,140.633,150.16,,,,,,,,156.076,,,,,176.873,,,,,203.162,,,,,239.003,,,
1454,56799233010478,1997,32.545806,-82.041223,107,2,62.765,103.538,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,56799498010478,1997,32.225808,-81.976275,109,6,58.115,,,,,,86.968,,,,,95.687,,,,,90.569,,,,,106.607,,,,,121.74,
1456,56799599010478,1997,32.125908,-81.941151,109,6,234.029,252.487,,,,,,,243.47,,,,,252.78,,,,,279.68,,,,,296.89,,,,
1457,56799933010478,1997,32.122983,-81.860028,109,6,249.149,233.339,,,,,,,,,,266.318,,,,,253.649,,,,,277.734,,,,,276.448,
1458,56800081010478,1997,32.084543,-81.868154,109,6,88.075,,95.933,,,,,,,,,,134.017,,,,,151.152,,,,,174.182,,,,,165.355
1459,56800162010478,1997,32.231614,-81.820391,109,4,44.789,,,,,86.683,,,,,122.866,,,,,167.55,,,,,,,,,,,,
1460,56800289010478,1997,32.169698,-81.856848,109,5,145.577,,,,,,,,,,,30.343,,,,,65.669,,,,,120.607,,,,,180.638,
1461,56800385010478,1997,32.175962,-81.791343,109,3,61.723,,,,,,,,,,,,,,,,,95.488,,,,,,,,,,143.004
1462,56800527010478,1997,32.072241,-81.808827,109,6,91.173,,,,133.649,,,,,150.448,,,,,174.264,,,,,171.595,,,,,196.765,,,
1463,56800712010478,1997,32.129069,-81.898472,109,5,235.835,,,,,,,,,,207.448,,,,,259.759,,,,,321.025,,,,,437.629,,
1464,56800804010478,1997,32.056778,-81.835922,109,6,47.645,,51.458,,,,,,45.983,,,,,45.73,,,,,51.2,,,,,54.514,,,,
1465,56800983010478,1997,33.856542,-84.649438,67,4,71.678,,,,,,166.571,,,,,166.717,,,,,179.099,,,,,,,,,,,
1466,56801058010478,1997,34.070183,-84.425743,67,6,53.466,65.365,,,,,,,,,78.38,,,,,48.478,,,,,54.963,,,,,70.711,,
1467,56801261010478,1997,31.445257,-83.051628,69,5,83.702,,,,,,18.493,,,,,,,,,,37.633,,,,,85.151,,,,,136.358,
1468,56801810010478,1997,31.435015,-82.962152,69,4,33.345,51.102,,,,,,,,,,,,83.923,,,,,,,,,,73.811,,,,
1469,56802063010478,1997,31.716354,-82.90785,69,4,13.499,,,,,,,,,,,,43.133,,,,,64.36,,,,,,,,,,0.56
1470,56802145010478,1997,31.586862,-82.925399,69,5,55.338,62.745,,,,,,,90.575,,,,,118.502,,,,,,,,,,171.484,,,,
1471,56802240010478,1997,31.499,-82.907862,69,6,44.566,,,,,73.824,,,,,89.012,,,,,93.326,,,,,120.153,,,,,93.377,,
1472,56802297010478,1997,31.464991,-82.89094,69,6,140.652,,,,,,196.492,,,,,220.823,,,,,210.7,,,,,239.345,,,,,254.388,
1473,56802473010478,1997,31.392192,-82.822421,69,3,35.746,39.837,,,,,,,,,48.047,,,,,,,,,,,,,,,,,
1474,56802963010478,1997,31.431348,-82.883065,69,4,23.374,,36.229,,,,,,64.572,,,,,89.247,,,,,,,,,,,,,,
1475,56803128010478,1997,31.583093,-82.774092,69,6,54.56,67.592,,,,,,,103.838,,,,,136.517,,,,,166.894,,,,,184.367,,,,
1476,56803252010478,1997,31.504193,-82.782589,69,4,269.447,,,,,,,,,,13.731,,,,,75.551,,,,,,,,,,154.022,,
1477,56803482010478,1997,31.567309,-82.71647,69,5,3.803,4.778,,,,,,,,,1.191,,,,,2.684,,,,,5.597,,,,,,,
1478,56803521010478,1997,31.621659,-82.715266,69,6,21.85,,,,55.575,,,,,71.235,,,,,113.198,,,,,143.536,,,,,49.873,,,
1479,56803740010478,1997,31.386159,-82.691882,69,6,338.104,,,,331.906,,,,,313.814,,,,,348.714,,,,,308.783,,,,,209.079,,,
1480,56803869010478,1997,31.407441,-82.634911,69,6,196.242,,,,,268.27,,,,,277.667,,,,,309.583,,,,,342.054,,,,,352.125,,
1481,56804044010478,1997,31.558279,-82.647354,69,4,69.688,,,,,,,,,,,,109.82,,,,,,,,,,126.653,,,,,140.989
1482,56804467010478,1997,31.570201,-82.896786,69,2,27.746,22.771,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,56804757010478,1997,31.441563,-82.753913,69,2,55.604,42.316,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,56804855010478,1997,31.525158,-82.753744,69,6,44.932,,,,67.637,,,,,68.569,,,,,63.385,,,,,63.255,,,,,74.456,,,
1485,56805203010478,1997,31.43287,-82.678432,69,4,26.648,,35.43,,,,,,48.87,,,,,,,,,,28.0,,,,,,,,,
1486,56805253010478,1997,31.529357,-82.669291,69,6,28.145,15.004,,,,,,,,,,72.411,,,,,91.135,,,,,134.046,,,,,141.603,
1487,56805425010478,1997,31.658471,-82.675201,69,5,106.668,,,,,177.786,,,,,,,,,,2.814,,,,,66.591,,,,,118.364,,
1488,56805759010478,1997,31.087386,-83.987578,71,4,67.524,,,,,,,,,,,,,,,,,157.292,,,,,180.653,,,,,223.034
1489,56806040010478,1997,31.218411,-83.920171,71,4,60.6,,,113.447,,,,,,,,,,,,,,,47.714,,,,,58.938,,,,
1490,56806480010478,1997,31.254056,-83.892954,71,3,32.623,,,,28.594,,,,,52.047,,,,,,,,,,,,,,,,,,
